title,link
【#河南各地出台住房公积金新规# 全力支持灾后重建恢复生产经营】连日来，河南各地住建部门陆续出台住房公积金政策，支持各地加快灾后重建和企业复工复产、恢复生产经营，帮助企业和群众渡过难关。8月24日，郑州住房公积金管理中心印发通知称，困难企业可申请降低住房公积金缴存比例。受洪涝灾害和新冠肺炎疫情影响，缴存住房公积金确有困难的企业，可申请降低住房公积金缴存比例最低至5%，降低缴存比例的期限不超过12个月，待经济效益好转后再提高缴存比例；受洪涝灾害和新冠肺炎疫情影响，无法正常缴存住房公积金的企业或自由职业缴存职工，可于2021年10月31日前申请缓缴住房公积金，缓缴期限最长不超过12个月。缓缴企业的职工可正常申请住房公积金贷款，困难职工可申请延期归还住房公积金贷款本息。洛阳市住房公积金管理中心允许洪灾影响的单位降低住房公积金缴存比例或缓缴，同时，还全面开展个人住房公积金转商业贴息贷款业务，加快在偃师等10个区（县）域开展个人住房公积金转商业贴息贷款业务推进速度，切实解决缴存职工和房产开发企业贷款需求。受暴雨洪灾损坏的自住住房，经房屋危险性鉴定为C级或D级，可按规定程序申请提取本人及配偶的住房公积金；困难职工可申请延期归还贷款本息。8月30日，河南省省直机关住房资金管理中心出台政策，除住房公积金缴存困难的单位可申请降低缴存比例、申请缓缴外，困难职工还可申请延期归还住房公积金贷款本息。受暴雨洪涝灾害和新冠肺炎疫情影响的困难职工，可申请提取住房公积金。受暴雨洪涝灾害和新冠肺炎疫情影响，已办理缓缴住房公积金的单位职工，在缓缴期间，可提取本人住房公积金账户余额，最高提取金额为22800元。家庭现住房受暴雨洪涝灾害影响严重，无法正常居住，需要整修恢复的，职工可于2021年12月31日前，提供有效证明材料，如受灾房屋所在社区证明、受灾房屋照片等，经中心工作人员上门实地核查确认后，可提取本人、配偶、父母、子女住房公积金账户内的存储余额，合计提取金额最高不超过受灾住房建筑面积每平方米1300元的标准。平顶山、漯河等地也相继出台政策措施，要求住房公积金各服务大厅要进一步简化程序，优化服务，对符合条件的个人住房贷款申请，应在房屋产权登记机构完成抵押登记后5个工作日内完成贷款发放，充分保障缴存职工的贷款需求。对个别受灾特别严重的开发企业，开辟绿色通道、主动上门服务、优先受理业务、优先发放贷款。各地还公布各种网络入口，推动网上办理、跨省通办。（河南日报 记者 高长岭）O河南各地出台住房公积金新规 全力支持灾后重建恢复生产经营 收起d,https://weibo.com/7523386243/Kw0qz8spb
【河堤被冲垮20米长“口子” #消防员用身体筑成人墙封堵决口#】由于强降雨影响，8月30日上午，在郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，急流洪浪迅速向下游奔涌而去，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过了道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员穿着防汛救生衣、带着手套、拿着铁锹，冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。@河南消防 L河南消防的微博视频 收起d,https://weibo.com/1732802301/Kw0qn2HgI
#开学重启计划# 灾难过去，喜迎新生，卫辉要开学啦。据悉，新乡市中小学及幼儿园开学时间确定，第一批高三、初三等有升学任务的学生已开始报道。#我说# 第7期关注#河南暴雨# 之后的开学季 L大河报豫视频的微博视频 ​,https://weibo.com/6207911580/Kw0pMkMdn
人人公益节【暖心创意手绘点亮灾后家园：网友笔下家园重建的河南】 #公益# 近日，河南郑州等多地遭遇特大暴雨，洪涝灾害给当地群众的日常生活和农业生产造成严重影响。天灾过后，更为紧迫艰巨的是当地的家园重建工作，为表达对受灾地区重振家园的美好祝福，爱心网友纷纷发挥创意，用画笔补全受灾地区照片，描绘出一幅幅对于未来家园的美好愿景：在他们笔下，被洪水淹没的农田重新泛起千层稻浪，被冲毁的果园重新瓜果飘香，坍塌的房屋桥梁重新被建起，重归美好安宁景象。灾难虽摧毁了美丽富饶的家园，但人与人之间的爱与温暖却能令希望重燃。今天让我们一起为河南灾区送出祝福，向灾区群众传递一份希望与力量吧！#一元公益日#（新浪公益） 收起d,https://weibo.com/3002558645/Kw0oMiI79
#暴雨中的河南公安力量# 8月30日，暴雨侵袭，示范区辖区内多处路面积水，示范区分局民辅警全力疏导群众绕行积水路段、帮助群众驶出积水路段，切实保障了人民群众出行平安。！@平安中原 @守护夏都 ​,https://weibo.com/2040968805/Kw0myk73X
#河南好网民##网民身边事##河南好网民# :【超级英雄！ #河南民警勇救51人后被洪水冲走又自救#，并救出一起冲走的村民】公安部新闻发言人张明26日介绍，7月20日，河南新密公安局32岁民警杨旭恒在暴雨中勇救51人后，被洪水冲走。10个小时后，杨旭恒靠着过硬的自身素质成功自救，还把一起冲到水里的63岁村民一同救起。O网页链接 收起d,https://weibo.com/2624229015/Kw0lQB8i2
#警界传奇杨旭恒今何在# 近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51名群众，在救人途中被洪水冲走，10个多小时后自救归来，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。（王斌 周青莎）O网页链接 收起d,https://weibo.com/3211627347/Kw0l0CW2g
#郑州下雨#下周郑州每天都有雨 河南发布暴雨蓝色预警：局地降水量达100毫米以上！ L体育TOPone的微博视频 ​,https://weibo.com/5553689846/Kw0jTav4N
陕西山东河南等地部分地区有大暴雨预计，8月31日08时至9月1日08时，西北地区东南部、华北西南部、黄淮、四川盆地东北部等地部分地区有大到暴雨，其中，陕西南部、山东半岛、河南西部等地部分地区有大暴雨（100～120毫米）。上述部分地区伴有短时强降水（最大小时降雨量20～40毫米，局地可超过50毫米），局地有雷暴大风等强对流天气。防御指南：1、政府及相关部门按照职责做好防暴雨准备工作；2、学校、幼儿园采取适当措施，保证学生和幼儿安全；3、驾驶人员应当注意道路积水和交通阻塞，确保安全；4、检查城市、农田、鱼塘排水系统，做好排涝准备。 收起d,https://weibo.com/7365350391/Kw0hMxRDo
近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51名群众，在救人途中被洪水冲走，10个多小时后自救归来，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。#警界传奇杨旭恒今何在##出彩河南人# L河南网信的微博视频 收起d,https://weibo.com/5299321460/Kw0f3cNnx
2021年8月29日湖北省荆州市公安县电力排灌站面试题（综合管理岗A类）12分钟3题，考场无提醒1、河南暴雨，有人在灾区中直播，对此，你怎么看？2、落实我为群众办实事活动，现组织社区全员核酸检测行动，让你来负责，你怎么开展？3、用创新、（暂缺）、伪命题三个词组成一句话，并论述。 ​​​,https://weibo.com/7233934645/Kw0f233AE
#河南好网民##洛阳好网民#【超级英雄！河南民警勇救51人后被洪水冲走又自救，并救出一起冲走的村民】近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51人后，被洪水冲走，10小时后成功自救并救出一起冲走的63岁村民，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。L河南日报的微博视频 收起d,https://weibo.com/2561947261/Kw0eS1nRt
【传奇警察杨旭恒说还会在人民需要时挺身而出】近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51名群众，在救人途中被洪水冲走，10个多小时后自救归来，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。#警界传奇杨旭恒今何在##出彩河南人# L河南网信的微博视频 收起d,https://weibo.com/2773591493/Kw0eh6fLI
#河南好网民##洛阳好网民#【超级英雄！河南民警勇救51人后被洪水冲走又自救，并救出一起冲走的村民】近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51人后，被洪水冲走，10小时后成功自救并救出一起冲走的63岁村民，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。L河南日报的微博视频 收起d,https://weibo.com/2115262352/Kw0cQ9EAY
"河南两男生暴雨过后，用拖鞋在积水里打水漂 ""#新星助威奥运健儿##盛夏理想色##出道吧新星# L搞笑的小黑蛋的微博视频 ​",https://weibo.com/6357786148/Kw0aD3bXE
暖心！一位先生运送河南暴雨的救援物资时，在路上先后遇到两位老人，他邀请老人上车并送他们回家。  L观摩互联网的本人的微博视频 ​,https://weibo.com/7646973504/Kw0afpM89
慈源爱心公益志愿者#上海慈源爱心基金会##最美爱心天使##慈源暖光##善行天下 传播公益#  青山依旧，绿水常在，用爱点燃光亮，致敬河南暴雨中最美逆行者❤️O慈源爱心基金会表彰、致敬驰援河南抗洪救灾最美逆行者！ ​,https://weibo.com/5984178712/Kw07PdIrg
近日，公安部举行的发布会上点名表扬了河南民警杨旭恒。他在今年的郑州“7·20”特大暴雨灾害中，勇救51名群众，在救人途中被洪水冲走，10个多小时后自救归来，被誉为“超级英雄”，仅仅在医院观察治疗了10天，他便又上了抗击疫情的战场。如今，在抗击洪水中受的伤基本痊愈，杨旭恒说，他还会在人民需要时挺身而出。#警界传奇杨旭恒今何在##出彩河南人# L河南网信的微博视频 收起d,https://weibo.com/5367034453/Kw07eDw0c
【#河南民警勇救51人后被洪水冲走又自救# 还救出一起冲走的63岁村民】#公安部新闻发布会# 公安部新闻发言人张明介绍，7月20日，河南新密公安局32岁民警杨旭恒在暴雨中勇救51人后，被洪水冲走。10个小时后，杨旭恒靠着过硬的自身素质成功自救，还把一起冲到水里的63岁村民一同救起。 #公安心向党 护航新征程#L中国警察网的微博视频 收起d,https://weibo.com/2106849544/Kw06rydSk
#山东暴雨# 据中央气象台，今明两天，陕西山东河南等地部分地区大暴雨，其中，山东多地发布暴雨红色预警信号，山东招远、莱州、高密、安丘以及栖霞累计降雨量都在100㎜左右，雨下的很大。逐6小时全国降水排行榜，已经被山东老铁们包揽，目前，山东大部分地区回波仍较强，外出的话注意安全，尽量避开积水路段！9月2日夜间起，西北地区和四川盆地会迎来新一轮降水过程。小伙伴们尽量待在室内别出门~注意安全！ 收起d,https://weibo.com/7004247494/Kw04Sj6HI
【#河南50名消防员跳入洪水堵决口##50名消防员用身体筑人墙为老百姓护堤#】受强降雨影响，8月30日上午，郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。L都市报道的微博视频 收起d,https://weibo.com/6573835897/Kw03WstDo
【#河南50名消防员跳入洪水堵决口##50名消防员用身体筑人墙为老百姓护堤#】受强降雨影响，8月30日上午，郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。L都市报道的微博视频 收起d,https://weibo.com/6126520712/Kw03Wroeg
【#河南50名消防员跳入洪水堵决口##50名消防员用身体筑人墙为老百姓护堤#】受强降雨影响，8月30日上午，郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。L都市报道的微博视频 收起d,https://weibo.com/6573835873/Kw03WrnDT
【#河南50名消防员跳入洪水堵决口##50名消防员用身体筑人墙为老百姓护堤#】受强降雨影响，8月30日上午，郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。L都市报道的微博视频 收起d,https://weibo.com/6573835750/Kw03WrntP
【#河南50名消防员跳入洪水堵决口##50名消防员用身体筑人墙为老百姓护堤#】受强降雨影响，8月30日上午，郑州市中牟县和开封市尉氏县交界处的丈八沟被洪水冲垮，尉氏县庄头镇高庙北堤被洪水冲开20米长的“大口子”，水漫过道路，直接威胁到下游村庄安全。紧急关头，尉氏县消防救援大队50名指战员冒着暴雨逆行而上，在又冷、又累、又饿的环境下，跳入近两米深的洪水中，用身体筑“人墙”，搬运沙袋、铺设无纺布、封堵决口。当日下午6时许，经过近10个小时的连续奋战，成功将决口堵住。L都市报道的微博视频 收起d,https://weibo.com/6573835947/Kw03Wo52P
【#河南民警勇救51人后被洪水冲走又自救# 还救出一起冲走的63岁村民】#公安部新闻发布会# 公安部新闻发言人张明介绍，7月20日，河南新密公安局32岁民警杨旭恒在暴雨中勇救51人后，被洪水冲走。10个小时后，杨旭恒靠着过硬的自身素质成功自救，还把一起冲到水里的63岁村民一同救起。 #公安心向党 护航新征程# L中国警察网的微博视频 收起d,https://weibo.com/2359224985/Kw03Ocb03
【#郑州暴雨中安置千名市民的影院准备开门了#】8月30日，郑州东方嘉禾影城里，工作人员正在对影院的影厅、大堂、卫生间等公共区域进行全面的消毒，售取票机、商品销货区、座椅等重点区域也按照消毒频次的要求严格落实，这家在暴雨中为上千名被困市民提供免费留宿的影院准备开门迎客了。按照郑州市疫情防控的要求，郑州市各大影院开始全面消毒待迎客。（@河南日报 记者 胡春娜） 收起d,https://weibo.com/1828887503/Kw03HBwhe
【音乐旅程】最新！郑州这些文化场馆今起恢复开放在历经暴雨和疫情之后，郑州这些文化场馆终于迎来与广大市民的重逢时刻。河南博物院今起恢复开放从河南博物院获悉，该院定于8月31日起正式恢复开放，华夏古乐展演恢复演出。据介绍，河南博物院将严格执行疫情防控期间各项规定，实行网络实名预约参观。观众可提前关注河南博物院微信公众号，分时段预约参观，未预约者不得入馆。观众进馆要自觉佩戴口罩，配合体温测量，向工作人员出示健康码。暂不接待高、中风险地区所在地市的游客及14日内有高、中风险地区所在地市旅居史的游客。同时，河南博物院将根据疫情防控要求及时调整参观措施，请关注河南博物院官网、微信公众号、微博、B站了解更多相关资讯。如果您有任何疑问，可拨打预约电话：0371—63511237/63511239咨询。郑州图书馆今起恢复开馆从郑州图书馆了解到，8月31日起，该馆正式恢复开放。读者需提前预约方可进入。据了解，开放期间，郑州图书馆将严格执行疫情防控各项规定。读者需通过郑州图书馆微信订阅号进行网上预约，凭预约成功的二维码，在约定的时间段到馆核验。读者到馆要自觉佩戴口罩，同时进行体温测量、健康码核验。预约成功的二维码，仅限当日预约时间段内单人单次使用，不能重复使用。在馆期间，读者应保持安全距离。闭馆期间，郑州图书馆结合系统平台上读者的阅读需求，对馆藏图书重新定架定位，除尘消毒；各对外服务部门也对本部门的图书报刊以及数字资源进行整理，以全新的姿态迎接读者的到来。下一步，郑州图书馆将根据疫情防控要求及时调整对外服务规则，并通过郑州图书馆官网、微信订阅号及时发布。再次提醒各位读者，疫情尚未结束，外出时请做好个人防护。 收起d,https://weibo.com/2076255252/Kw019wg2i
"【9月1日、4日至5日，我市将有两次降水过程】                         气 象 信 息 快 报8月31日至9月1日、4日至5日我市将有两次降水过程一、 天气实况8月30日06时至31日06时，我市出现小到中雨，局部大雨，全市平均降水量4.7毫米；最大降水量出现在民权人和32.9毫米,最大小时雨强出现在梁园区谢集21.7毫米，其中25～50毫米的站点有4个，10～25毫米的站点有30个。具体降水量（毫米）如下：商丘:平均降水量5.1,最大降水量:谢集27.9。商丘本站2.7森林公园15.4临河店11.5观堂10.9潘口南8.8孙福集8.3毛堌堆8.1王楼7.7刘口7.6郭村6.7金世纪 2.9日月湖 1.0;虞城:平均降水量1.2,最大降水量:利民7.4。虞城本站0.2刘集6.2张集4.7乔集3.2界沟1.3古王集1.3田庙1.1李老家1.0稍岗1.0大侯0.9;柘城:平均降水量2.6,最大降水量:伯岗9.0。柘城本站0.5远襄8.3惠济6.2慈圣6.1李原3.5马集3.1牛城2.7岗王2.7千树园2.3皇集2.1;宁陵:平均降水量10.4,最大降水量:马楼16.2。宁陵本站14.3柳河16.1城关16.0石桥15.3黄岗12.9阳驿11.9赵村10.7张弓9.3华堡8.3逻岗7.7;睢县:平均降水量9.2,最大降水量:涧岗19.3。睢县本站11.8匡城18.6西陵15.9蓼堤15.8胡堂15.4河堤8.6白楼8.4潮庄7.6董店7.6尚屯7.5;民权:平均降水量16.5,最大降水量:人和32.9。民权本站12.1野岗27.3花园25.6北关22.7双塔22.1胡集21.5林七18.5白云寺17.2王桥16.7颜集15.5;夏邑、永城均在1毫米以下。二、天气预报受西伸北抬的副热带高压外围西南气流和切变线影响，8月31日至9月1日我市将有大雨，永城部分地区暴雨；受低涡切变线影响，9月4日至5日，我市将有大到暴雨。具体预报如下：8月31日全市有小到中阵雨、雷阵雨；9月 1日全市有大雨，永城部分地区暴雨，并伴有雷电、短时强降水等强对流天气；9月 2日阴天转多云；9月 3日多云转阴天；9月 4日全市有大到暴雨；9月 5日全市有阵雨、雷阵雨。三、关注与建议1.注意防范局地短时强降水形成的城乡内涝，地下空间、铁路涵洞及时做好防水排涝，中小河流、水库做好防范加固措施；通讯、电力、交通运输、铁路等部门按照职责做好防范应对工作。2.目前我市夏玉米等秋作物正处于产量形成的关键时期，建议利用降水间隙或雨后及时清沟排渍，确保偏湿土壤及时散墒，同时加强病虫害的监测与防治。3.少聚集、出门戴口罩，自觉接种疫苗，积极配合核酸检测，异常症状早就诊，遵守当地防疫规定，做好疫情防控。#河南本轮降雨何时结束# 收起d",https://weibo.com/2618059445/KvZZAlxBz
【#暴雨自救#】中央气象台8月31日6时发布暴雨蓝色预警：预计，8月31日8时至9月1日8时，#陕西山东河南等地部分地区大暴雨#。强对流天气来袭，往往给人们出行带来很多安全隐患，雨天出行一定要注意安全！遭遇大暴雨怎么办？戳视频学习↓↓L国家应急广播的微博视频 ​​​,https://weibo.com/2746922313/KvZYMFIK2
据@河南气象 ，今天夜里降雨范围增大，雨势增强，注意做好防范 #今夜到明天黄淮之间仍有大到暴雨# ​​​#郑州本周持续有雨# ​,https://weibo.com/1646080864/KvZWQoPCA
#新一轮暴雨再袭郑州#迎战新一轮暴雨，河南 人民有多努力#今日热门# L韦小宝学长的微博视频 ​,https://weibo.com/7086074543/KvZWItpse
【全国多地持续降雨 #河南地区雨势强劲#】连日来，河南多地出现强降雨。洛阳嵩县各级相关部门迅速落实防汛举措，加大对防汛抗洪物资的储备和危险地段的排查检查力度。从28号开始，洛阳嵩县普降大到暴雨，截至30日上午10点，全县14个乡镇累计降雨量均突破100毫米，境内陆浑水库坝前水位达到317.2米，超汛限水位0.2米。为应对本轮强降雨，陆浑水库30日下午3点开始控制泄洪。与此同时，30日嵩县启动防汛Ⅱ级响应，要求全县立即停产、停工和停课；全县所有水库、地质灾害点、低洼处居民尽快转移。大家注意安全！ L直播中国的微博视频 收起d,https://weibo.com/2138641665/KvZWzCz7U
【今日至9月2日 华北、华南南部有较强降水 | 预警】 根据中央气象台预报，今明天（8月31日至9月1日）陕西、河南、山东等地的降雨依旧频繁，虽然降雨以和缓稳定性降雨为主，但部分地区降雨持续长，累计雨量将较大，像陕西中南部、山东南部等地有暴雨或大暴雨。 O今日至9月2日 华北、华南南部有较强降水 | 预警 ​,https://weibo.com/2501519087/KvZSKkMhb
